size_bin,slice_id,D_est
"[22151, 43129)",10,1.2785447005448056
"[22151, 43129)",11,1.279682450467206
"[22151, 43129)",12,1.2806053756952138
"[22151, 43129)",13,1.2830825492187228
"[22151, 43129)",14,1.285837949580553
"[22151, 43129)",15,1.289504023151229
"[22151, 43129)",16,1.2946022361732583
"[22151, 43129)",17,1.298567523199911
"[22151, 43129)",18,1.3019515383550682
"[22151, 43129)",19,1.303794618943569
"[22151, 43129)",20,1.304533634271356
"[22151, 43129)",21,1.3042986533148608
"[22151, 43129)",22,1.3045451870602836
"[22151, 43129)",23,1.3054847121538797
"[22151, 43129)",24,1.307374149929073
"[22151, 43129)",25,1.309280323773644
"[22151, 43129)",26,1.3118882057072432
"[22151, 43129)",27,1.3147268008828503
"[22151, 43129)",28,1.3185496060435205
"[22151, 43129)",29,1.3206388456077942
"[3001, 5843)",0,1.410285653337144
"[3001, 5843)",1,1.3420000923312565
"[3001, 5843)",2,1.3059644384901592
"[3001, 5843)",3,1.2844873469653268
"[3001, 5843)",4,1.27423768618055
"[3001, 5843)",5,1.2707184345736713
"[3001, 5843)",6,1.2718276567577391
"[3001, 5843)",7,1.2727607196485673
"[3001, 5843)",8,1.2778530293681967
"[3001, 5843)",9,1.280674700911861
"[3001, 5843)",10,1.2834483352148662
"[3001, 5843)",11,1.2871533978372274
"[3001, 5843)",12,1.2902497895920155
"[3001, 5843)",13,1.2929549014163095
"[3001, 5843)",14,1.2962758817794104
"[3001, 5843)",15,1.2973729606216273
"[3001, 5843)",16,1.2987711396719852
"[3001, 5843)",17,1.3002575174225373
"[3001, 5843)",18,1.3019496283977439
"[3001, 5843)",19,1.3047628488140028
"[3001, 5843)",20,1.3063723129933256
"[3001, 5843)",21,1.30764810441459
"[3001, 5843)",22,1.309238287325265
"[3001, 5843)",23,1.3111884782653447
"[3001, 5843)",24,1.3138778055827067
"[3001, 5843)",25,1.316850265276042
"[3001, 5843)",26,1.319745755521587
"[3001, 5843)",27,1.3222467460758867
"[3001, 5843)",28,1.3252749484917024
"[3001, 5843)",29,1.3268926322413956
"[318346, 619834)",0,1.412793022950586
"[318346, 619834)",1,1.3551453504235302
"[318346, 619834)",2,1.3238705456364048
"[318346, 619834)",3,1.3084730543274652
"[318346, 619834)",4,1.2972121804460368
"[318346, 619834)",5,1.2868130757962408
"[318346, 619834)",6,1.2809616455449802
"[318346, 619834)",7,1.2775030802560665
"[318346, 619834)",8,1.277161177091392
"[318346, 619834)",9,1.277577726423933
"[318346, 619834)",10,1.2805620793383785
"[318346, 619834)",11,1.2845122361171184
"[318346, 619834)",12,1.288708025149378
"[318346, 619834)",13,1.2935440000576348
"[318346, 619834)",14,1.2961683006430367
"[318346, 619834)",15,1.298994011867244
"[318346, 619834)",16,1.3011103256458383
"[318346, 619834)",17,1.3021708455320382
"[318346, 619834)",18,1.3035550867084442
"[318346, 619834)",19,1.305910313344952
"[318346, 619834)",20,1.3084765897488253
"[318346, 619834)",21,1.3105718006849463
"[318346, 619834)",22,1.3120064820914108
"[318346, 619834)",23,1.3142915741525676
"[318346, 619834)",24,1.3162175421802151
"[318346, 619834)",25,1.3176203457791547
"[318346, 619834)",26,1.319428489577999
"[318346, 619834)",27,1.3217995165473209
"[318346, 619834)",28,1.3248514299292635
"[318346, 619834)",29,1.3271068434393543
"[43129, 83974)",0,1.4080618571760606
"[43129, 83974)",1,1.3512214751351865
"[43129, 83974)",2,1.3162670571442705
"[43129, 83974)",3,1.2955052584530047
"[43129, 83974)",4,1.2857069640923375
"[43129, 83974)",5,1.2826321922298656
"[43129, 83974)",6,1.2776373250688866
"[43129, 83974)",7,1.2772716785830298
"[43129, 83974)",8,1.2811942015087248
"[43129, 83974)",9,1.2861186138852498
"[43129, 83974)",10,1.289875682454818
"[43129, 83974)",11,1.293129160009559
"[43129, 83974)",12,1.2970685709385563
"[43129, 83974)",13,1.3008936379984384
"[43129, 83974)",14,1.304554025588266
"[43129, 83974)",15,1.3084108164363624
"[43129, 83974)",16,1.311516748811753
"[43129, 83974)",17,1.3150682091573758
"[43129, 83974)",18,1.319080101479532
"[43129, 83974)",19,1.3217295935502493
"[43129, 83974)",20,1.322302652396052
"[43129, 83974)",21,1.323360102716842
"[43129, 83974)",22,1.3237138789525262
"[43129, 83974)",23,1.3243482511607036
"[43129, 83974)",24,1.324766585155868
"[43129, 83974)",25,1.3265248430824619
"[43129, 83974)",26,1.3285113101702244
"[43129, 83974)",27,1.3304777045470326
"[43129, 83974)",28,1.333572728720164
"[43129, 83974)",29,1.3354328143225216
"[5843, 11376)",0,1.4112852354920824
"[5843, 11376)",1,1.3593518955133714
"[5843, 11376)",2,1.3263007731069736
"[5843, 11376)",3,1.302791815912367
"[5843, 11376)",4,1.2884191441839514
"[5843, 11376)",5,1.2803590472932724
"[5843, 11376)",6,1.2758788395212997
"[5843, 11376)",7,1.2752138861044482
"[5843, 11376)",8,1.2786572166737147
"[5843, 11376)",9,1.284347187392507
"[5843, 11376)",10,1.288537057705569
"[5843, 11376)",11,1.2928956072584672
"[5843, 11376)",12,1.2989271500453223
"[5843, 11376)",13,1.3055657140765775
"[5843, 11376)",14,1.309995417313357
"[5843, 11376)",15,1.314305984779932
"[5843, 11376)",16,1.315300176559256
"[5843, 11376)",17,1.3175221836598445
"[5843, 11376)",18,1.3194212223529977
"[5843, 11376)",19,1.320263884760888
"[5843, 11376)",20,1.3218333639521505
"[5843, 11376)",21,1.3231979969873702
"[5843, 11376)",22,1.3244106141654965
"[5843, 11376)",23,1.3261429807939227
"[5843, 11376)",24,1.3284514232731541
"[5843, 11376)",25,1.329673847394938
"[5843, 11376)",26,1.3317730038772373
"[5843, 11376)",27,1.3343352807235351
"[5843, 11376)",28,1.3378713130025504
"[5843, 11376)",29,1.3396774222781986
"[619834, 1206846)",0,1.3947739258208713
"[619834, 1206846)",1,1.3485063738522363
"[619834, 1206846)",2,1.3228370897797785
"[619834, 1206846)",3,1.3071869408324632
"[619834, 1206846)",4,1.2913435560006108
"[619834, 1206846)",5,1.2830362131925335
"[619834, 1206846)",6,1.2769626516844181
"[619834, 1206846)",7,1.2765430154119013
"[619834, 1206846)",8,1.2765701251173673
"[619834, 1206846)",9,1.276660471392924
"[619834, 1206846)",10,1.2782853374810415
"[619834, 1206846)",11,1.2798481417242753
"[619834, 1206846)",12,1.281938808138217
"[619834, 1206846)",13,1.2869271152322026
"[619834, 1206846)",14,1.2914532418778757
"[619834, 1206846)",15,1.2957002848222994
"[619834, 1206846)",16,1.2993558092050665
"[619834, 1206846)",17,1.3020582653622017
"[619834, 1206846)",18,1.3048164059851612
"[619834, 1206846)",19,1.3075596317449967
"[619834, 1206846)",20,1.3092907322203877
"[619834, 1206846)",21,1.3109761993444347
"[619834, 1206846)",22,1.311699964708746
"[619834, 1206846)",23,1.3130637374706144
"[619834, 1206846)",24,1.3144187125633617
"[619834, 1206846)",25,1.3158048216563962
"[619834, 1206846)",26,1.3178191981979805
"[619834, 1206846)",27,1.3203134622837958
"[619834, 1206846)",28,1.3230275675109642
"[619834, 1206846)",29,1.324867590112555
"[83974, 163502)",0,1.4090578063256949
"[83974, 163502)",1,1.3400890154460563
"[83974, 163502)",2,1.3217451434436014
"[83974, 163502)",3,1.3063873822765264
"[83974, 163502)",4,1.2966106516646467
"[83974, 163502)",5,1.2907615220785982
"[83974, 163502)",6,1.2874365936492187
"[83974, 163502)",7,1.2872130305147567
"[83974, 163502)",8,1.2881669330288026
"[83974, 163502)",9,1.2874001805392035
"[83974, 163502)",10,1.2886667749746037
"[83974, 163502)",11,1.2918988516938483
"[83974, 163502)",12,1.2953445734473434
"[83974, 163502)",13,1.2956611441609949
"[83974, 163502)",14,1.2964560057784211
"[83974, 163502)",15,1.2983704826247155
"[83974, 163502)",16,1.301439301757885
"[83974, 163502)",17,1.3034147146801554
"[83974, 163502)",18,1.3052240682018768
"[83974, 163502)",19,1.306715071124126
"[83974, 163502)",20,1.3081715794141877
"[83974, 163502)",21,1.3096837268809831
"[83974, 163502)",22,1.311279224795695
"[83974, 163502)",23,1.3129895746547555
"[83974, 163502)",24,1.3143461874207212
"[83974, 163502)",25,1.31544597712376
"[83974, 163502)",26,1.3180971184925947
"[83974, 163502)",27,1.3212413312753224
"[83974, 163502)",28,1.3244631598606227
"[83974, 163502)",29,1.3263344580732221
