bucket,slice_frac,D_true,D_mirror,delta_D
2000-4000,0.5247474747474747,1.3769613334973605,1.027053708566393,-0.3499076249309674
2000-4000,0.5346464646464646,1.3769613334973605,1.0196787276528652,-0.35728260584449534
2000-4000,0.5445454545454546,1.3769613334973605,1.0116166350010685,-0.36534469849629203
2000-4000,0.5544444444444444,1.3769613334973605,1.0042341072989354,-0.37272722619842513
2000-4000,0.5643434343434344,1.3769613334973605,0.9996237064742513,-0.37733762702310925
2000-4000,0.5742424242424242,1.3769613334973605,0.9967685863086384,-0.3801927471887221
2000-4000,0.5841414141414141,1.3769613334973605,0.9869049303690517,-0.3900564031283088
2000-4000,0.594040404040404,1.3769613334973605,0.9822969799861898,-0.3946643535111707
2000-4000,0.6039393939393939,1.3769613334973605,0.9825752456569241,-0.3943860878404364
2000-4000,0.6138383838383838,1.3769613334973605,0.9759967618367777,-0.40096457166058275
2000-4000,0.6237373737373737,1.3769613334973605,0.977496409143787,-0.3994649243535735
2000-4000,0.6336363636363637,1.3769613334973605,0.9804988299612172,-0.3964625035361433
2000-4000,0.6435353535353535,1.3769613334973605,0.9787028466887921,-0.39825848680856835
2000-4000,0.6534343434343434,1.3769613334973605,0.9794313672498783,-0.39752996624748216
2000-4000,0.6633333333333333,1.3769613334973605,0.9835351085551162,-0.39342622494224433
2000-4000,0.6732323232323232,1.3769613334973605,0.9841830346180611,-0.3927782988792994
2000-4000,0.6831313131313131,1.3769613334973605,0.9849459019833762,-0.3920154315139843
2000-4000,0.693030303030303,1.3769613334973605,0.9948029052054017,-0.3821584282919588
2000-4000,0.702929292929293,1.3769613334973605,1.0029943959500336,-0.3739669375473269
2000-4000,0.7128282828282828,1.3769613334973605,1.0066911691462912,-0.3702701643510693
2000-4000,0.7227272727272727,1.3769613334973605,1.0120856209648013,-0.36487571253255924
2000-4000,0.7326262626262626,1.3769613334973605,1.013967602666518,-0.3629937308308424
2000-4000,0.7425252525252525,1.3769613334973605,1.0200717881735837,-0.3568895453237768
2000-4000,0.7524242424242424,1.3769613334973605,1.0256011243486196,-0.3513602091487409
2000-4000,0.7623232323232323,1.3769613334973605,1.0399788999535968,-0.33698243354376367
2000-4000,0.7722222222222221,1.3769613334973605,1.0514317444433108,-0.3255295890540497
2000-4000,0.7821212121212121,1.3769613334973605,1.0605064425600434,-0.31645489093731705
2000-4000,0.792020202020202,1.3769613334973605,1.0679738419582954,-0.30898749153906513
2000-4000,0.8019191919191919,1.3769613334973605,1.0776121079632468,-0.2993492255341137
2000-4000,0.8118181818181818,1.3769613334973605,1.083703027226061,-0.29325830627129945
2000-4000,0.8217171717171717,1.3769613334973605,1.0955661542626574,-0.28139517923470314
2000-4000,0.8316161616161616,1.3769613334973605,1.1105216262254078,-0.26643970727195265
2000-4000,0.8415151515151514,1.3769613334973605,1.1234453525178285,-0.253515980979532
2000-4000,0.8514141414141414,1.3769613334973605,1.139709208067625,-0.2372521254297355
2000-4000,0.8613131313131313,1.3769613334973605,1.1598034564432296,-0.21715787705413092
2000-4000,0.8712121212121212,1.3769613334973605,1.1789511070883756,-0.1980102264089849
2000-4000,0.8811111111111111,1.3769613334973605,1.2028521647286496,-0.17410916876871085
2000-4000,0.891010101010101,1.3769613334973605,1.2256561515812698,-0.15130518191609066
2000-4000,0.9009090909090909,1.3769613334973605,1.2416035329965784,-0.13535780050078206
2000-4000,0.9108080808080807,1.3769613334973605,1.260752118820223,-0.1162092146771374
2000-4000,0.9207070707070707,1.3769613334973605,1.2764087815048746,-0.10055255199248592
2000-4000,0.9306060606060605,1.3769613334973605,1.3004028155634946,-0.07655851793386592
2000-4000,0.9405050505050505,1.3769613334973605,1.318372860582304,-0.05858847291505653
2000-4000,0.9504040404040404,1.3769613334973605,1.337079322370305,-0.03988201112705547
2000-4000,0.9603030303030302,1.3769613334973605,1.3572420359495778,-0.019719297547782677
2000-4000,0.9702020202020202,1.3769613334973605,1.4032519315628775,0.026290598065517035
2000-4000,0.98010101010101,1.3769613334973605,1.4166984706045753,0.039737137107214826
2000-4000,0.99,1.3769613334973605,1.362527413276163,-0.014433920221197605
4000-inf,0.01,1.3326090593535882,1.2609316655808422,-0.07167739377274596
4000-inf,0.0198989898989899,1.3326090593535882,1.3132270252763534,-0.019382034077234822
4000-inf,0.029797979797979796,1.3326090593535882,1.331764354042288,-0.000844705311300098
4000-inf,0.039696969696969696,1.3326090593535882,1.33168984267657,-0.0009192166770182197
4000-inf,0.049595959595959596,1.3326090593535882,1.3312123288793687,-0.0013967304742195097
4000-inf,0.059494949494949496,1.3326090593535882,1.3304143155695447,-0.002194743784043496
4000-inf,0.06939393939393938,1.3326090593535882,1.329792314434228,-0.0028167449193601257
4000-inf,0.07929292929292929,1.3326090593535882,1.3293357434962796,-0.003273315857308612
4000-inf,0.08919191919191918,1.3326090593535882,1.3288880771809966,-0.003720982172591647
4000-inf,0.09909090909090908,1.3326090593535882,1.328356986860408,-0.00425207249318027
4000-inf,0.10898989898989898,1.3326090593535882,1.327457214833292,-0.005151844520296267
4000-inf,0.11888888888888888,1.3326090593535882,1.3269343696186897,-0.005674689734898486
4000-inf,0.12878787878787878,1.3326090593535882,1.3267172134020893,-0.005891845951498942
4000-inf,0.1386868686868687,1.3326090593535882,1.3263920720591131,-0.006216987294475063
4000-inf,0.1485858585858586,1.3326090593535882,1.3260131641069544,-0.006595895246633843
4000-inf,0.15848484848484848,1.3326090593535882,1.3257913317281222,-0.0068177276254659525
4000-inf,0.16838383838383839,1.3326090593535882,1.3254365647874653,-0.0071724945661229
4000-inf,0.1782828282828283,1.3326090593535882,1.3249161913792358,-0.007692867974352424
4000-inf,0.18818181818181817,1.3326090593535882,1.3245804259417269,-0.00802863341186133
4000-inf,0.19808080808080808,1.3326090593535882,1.3242375441318264,-0.008371515221761827
4000-inf,0.207979797979798,1.3326090593535882,1.324152692808023,-0.008456366545565253
4000-inf,0.21787878787878787,1.3326090593535882,1.3237513301509418,-0.00885772920264638
4000-inf,0.22777777777777777,1.3326090593535882,1.3237730054789003,-0.008836053874687888
4000-inf,0.23767676767676768,1.3326090593535882,1.3235272657017456,-0.009081793651842585
4000-inf,0.24757575757575756,1.3326090593535882,1.3231778278977735,-0.009431231455814704
4000-inf,0.25747474747474747,1.3326090593535882,1.3232637674239676,-0.009345291929620636
4000-inf,0.2673737373737374,1.3326090593535882,1.3231070578414614,-0.009502001512126768
4000-inf,0.2772727272727273,1.3326090593535882,1.3230395352475544,-0.009569524106033844
4000-inf,0.2871717171717172,1.3326090593535882,1.322720641505831,-0.00988841784775718
4000-inf,0.29707070707070704,1.3326090593535882,1.3223842614680659,-0.01022479788552233
4000-inf,0.30696969696969695,1.3326090593535882,1.3220993947882473,-0.01050966456534086
4000-inf,0.31686868686868686,1.3326090593535882,1.321892230769892,-0.01071682858369627
4000-inf,0.32676767676767676,1.3326090593535882,1.321512322076615,-0.011096737276973245
4000-inf,0.33666666666666667,1.3326090593535882,1.3205819315998333,-0.012027127753754918
4000-inf,0.3465656565656566,1.3326090593535882,1.3201338956477566,-0.012475163705831571
4000-inf,0.3564646464646465,1.3326090593535882,1.319174811591412,-0.013434247762176277
4000-inf,0.36636363636363634,1.3326090593535882,1.3177797009221188,-0.014829358431469375
4000-inf,0.37626262626262624,1.3326090593535882,1.316580057247381,-0.01602900210620728
4000-inf,0.38616161616161615,1.3326090593535882,1.3151199794940505,-0.017489079859537737
4000-inf,0.39606060606060606,1.3326090593535882,1.3136557608635453,-0.018953298490042902
4000-inf,0.40595959595959596,1.3326090593535882,1.311262182637089,-0.021346876716499263
4000-inf,0.41585858585858587,1.3326090593535882,1.3090416491989965,-0.02356741015459174
4000-inf,0.4257575757575757,1.3326090593535882,1.3069748260221754,-0.025634233331412792
4000-inf,0.43565656565656563,1.3326090593535882,1.3043907524229004,-0.02821830693068783
4000-inf,0.44555555555555554,1.3326090593535882,1.30160658224823,-0.031002477105358306
4000-inf,0.45545454545454545,1.3326090593535882,1.2994048558686881,-0.03320420348490005
4000-inf,0.46535353535353535,1.3326090593535882,1.2971636006574943,-0.035445458696093946
4000-inf,0.47525252525252526,1.3326090593535882,1.2955032240698847,-0.03710583528370348
4000-inf,0.4851515151515151,1.3326090593535882,1.293489530408509,-0.039119528945079196
4000-inf,0.495050505050505,1.3326090593535882,1.291016700794207,-0.04159235855938115
4000-inf,0.5049494949494949,1.3326090593535882,1.2888881905459022,-0.043720868807686
4000-inf,0.5148484848484849,1.3326090593535882,1.28614723934742,-0.046461820006168164
4000-inf,0.5247474747474747,1.3326090593535882,1.2836271301072537,-0.04898192924633449
4000-inf,0.5346464646464646,1.3326090593535882,1.2814690073814654,-0.05114005197212279
4000-inf,0.5445454545454546,1.3326090593535882,1.2797530301240372,-0.052856029229551016
4000-inf,0.5544444444444444,1.3326090593535882,1.2779066596609787,-0.05470239969260948
4000-inf,0.5643434343434344,1.3326090593535882,1.275613346046122,-0.05699571330746611
4000-inf,0.5742424242424242,1.3326090593535882,1.2724596812310192,-0.06014937812256904
4000-inf,0.5841414141414141,1.3326090593535882,1.270138480411552,-0.062470578942036115
4000-inf,0.594040404040404,1.3326090593535882,1.2688109178748177,-0.0637981414787705
4000-inf,0.6039393939393939,1.3326090593535882,1.2680668536641784,-0.06454220568940983
4000-inf,0.6138383838383838,1.3326090593535882,1.2669810424450558,-0.06562801690853237
4000-inf,0.6237373737373737,1.3326090593535882,1.266891548039046,-0.06571751131454229
4000-inf,0.6336363636363637,1.3326090593535882,1.2666022220829642,-0.06600683727062395
4000-inf,0.6435353535353535,1.3326090593535882,1.2650738680392426,-0.0675351913143456
4000-inf,0.6534343434343434,1.3326090593535882,1.2638841015871154,-0.0687249577664728
4000-inf,0.6633333333333333,1.3326090593535882,1.2634673349539607,-0.06914172439962751
4000-inf,0.6732323232323232,1.3326090593535882,1.2625463516228084,-0.07006270773077983
4000-inf,0.6831313131313131,1.3326090593535882,1.262676002085192,-0.06993305726839627
4000-inf,0.693030303030303,1.3326090593535882,1.2633281073602962,-0.06928095199329198
4000-inf,0.702929292929293,1.3326090593535882,1.2637541755711337,-0.06885488378245452
4000-inf,0.7128282828282828,1.3326090593535882,1.2637562852394415,-0.0688527741141467
4000-inf,0.7227272727272727,1.3326090593535882,1.2648537738329646,-0.0677552855206236
4000-inf,0.7326262626262626,1.3326090593535882,1.2650357128929128,-0.06757334646067537
4000-inf,0.7425252525252525,1.3326090593535882,1.2643429278929312,-0.06826613146065696
4000-inf,0.7524242424242424,1.3326090593535882,1.264566556822946,-0.06804250253064215
4000-inf,0.7623232323232323,1.3326090593535882,1.2624064699133364,-0.07020258944025182
4000-inf,0.7722222222222221,1.3326090593535882,1.260824848436824,-0.07178421091676412
4000-inf,0.7821212121212121,1.3326090593535882,1.2584907362746205,-0.07411832307896771
4000-inf,0.792020202020202,1.3326090593535882,1.2591130832338424,-0.07349597611974579
4000-inf,0.8019191919191919,1.3326090593535882,1.2602613941353744,-0.07234766521821379
4000-inf,0.8118181818181818,1.3326090593535882,1.262127952261169,-0.07048110709241917
4000-inf,0.8217171717171717,1.3326090593535882,1.266588943946291,-0.06602011540729724
4000-inf,0.8316161616161616,1.3326090593535882,1.2694747172226102,-0.06313434213097802
4000-inf,0.8415151515151514,1.3326090593535882,1.2767261092470459,-0.05588295010654232
4000-inf,0.8514141414141414,1.3326090593535882,1.28440942337575,-0.04819963597783827
4000-inf,0.8613131313131313,1.3326090593535882,1.2926808742814275,-0.03992818507216067
4000-inf,0.8712121212121212,1.3326090593535882,1.2993095494888696,-0.033299509864718635
4000-inf,0.8811111111111111,1.3326090593535882,1.3062745295948626,-0.026334529758725633
4000-inf,0.891010101010101,1.3326090593535882,1.3125003841094682,-0.020108675244119967
4000-inf,0.9009090909090909,1.3326090593535882,1.319665113484568,-0.012943945869020146
4000-inf,0.9108080808080807,1.3326090593535882,1.3286495994779663,-0.003959459875621851
4000-inf,0.9207070707070707,1.3326090593535882,1.3288793950208697,-0.0037296643327184853
4000-inf,0.9306060606060605,1.3326090593535882,1.3370139403054868,0.004404880951898615
4000-inf,0.9405050505050505,1.3326090593535882,1.3416296431795345,0.009020583825946282
4000-inf,0.9504040404040404,1.3326090593535882,1.3525135684760208,0.01990450912243258
4000-inf,0.9603030303030302,1.3326090593535882,1.3705893136435168,0.03798025428992857
4000-inf,0.9702020202020202,1.3326090593535882,1.3986690737302352,0.06606001437664699
4000-inf,0.98010101010101,1.3326090593535882,1.4444792395991717,0.11187018024558348
4000-inf,0.99,1.3326090593535882,1.4675472348774374,0.13493817552384924
